,FECHA,DESCRIPCION,CREDIT/DEBIT,SALDO
0,2024-01-01,ABONO INTERESES AHORROS,8.63,6452567.86
1,2024-01-01,TRANSFERENCIA CTA SUC VIRTUAL,-39450.0,6413117.86
2,2024-01-01,TRANSFERENCIA CTA SUC VIRTUAL,-110362.0,6302755.86
3,2024-01-02,ABONO INTERESES AHORROS,8.58,6302764.44
4,2024-01-02,COMPRA INTL  PAYPAL  DISNEYPLU,-32410.98,6270353.46
5,2024-01-03,PAGO AUTOM TC MASTER PESOS,-33390.0,6236963.46
6,2024-01-07,ABONO INTERESES AHORROS,42.7,6237006.16
7,2024-01-08,PAGO PSE COMUNICACION CELULAR,-130508.0,6106498.16
8,2024-01-14,ABONO INTERESES AHORROS,58.52,6106556.68
9,2024-01-15,PAGO DE NOMI UNIV DE IBAGUE,2340775.0,8447331.68
10,2024-01-16,ABONO INTERESES AHORROS,23.14,8447354.82
11,2024-01-17,COMPRA EN  SUPERMERCA,-100647.0,8203149.94
12,2024-01-17,ABONO INTERESES AHORROS,11.12,8447365.94
13,2024-01-17,COMPRA EN  SUPERMERCA,-9220.0,8193929.94
14,2024-01-17,COMPRA EN  ANDRES PAR,-72000.0,8121929.94
15,2024-01-17,COMPRA EN  RICOTTA TR,-143569.0,8303796.94
16,2024-01-18,ABONO INTERESES AHORROS,9.02,8121938.96
17,2024-01-18,COMPRA EN  METRO IBAG,-348000.0,7773938.96
18,2024-01-18,RETIRO CAJERO  UNIVERSIDAD IBA,-1000000.0,6773938.96
19,2024-01-18,TRANSFERENCIA CTA SUC VIRTUAL,-183000.0,6590938.96
20,2024-01-19,ABONO INTERESES AHORROS,8.27,6590947.23
21,2024-01-19,RETIRO CAJERO  PLAZA DEL BOSQU,-200000.0,6390947.23
22,2024-01-19,COMPRA INTL  IEEE PRODUCTS AND,-348286.27,6042660.96
23,2024-01-20,ABONO INTERESES AHORROS,7.72,6042668.68
24,2024-01-20,COMPRA EN  SUPERMERCA,-167134.0,5875534.68
25,2024-01-20,COMPRA EN  JUAN VALDE,-32100.0,5843434.68
26,2024-01-20,COMPRA EN  LIDA EUGEN,-76600.0,5766834.68
27,2024-01-20,COMPRA EN  SUPER SELE,-25200.0,5741634.68
28,2024-01-20,TRANSFERENCIA CTA SUC VIRTUAL,-100900.0,5640734.68
29,2024-01-21,ABONO INTERESES AHORROS,7.08,5640741.76
30,2024-01-21,COMPRA EN  METRO IBAG,-48960.0,5591781.76
31,2024-01-21,COMPRA EN  BOLD*El Ca,-126900.0,5464881.76
32,2024-01-21,COMPRA EN  SUPERMERCA,-89900.0,5374981.76
33,2024-01-21,RETIRO CAJERO  PLAZA DEL BOSQU,-200000.0,5174981.76
34,2024-01-22,PAGO IBAL S.A. ESP,-16600.0,5158381.76
35,2024-01-22,PAGO APP ALCANOS DE COLOMBIA,-11370.0,5147011.76
36,2024-01-26,ABONO INTERESES AHORROS,35.25,5147047.01
37,2024-01-27,ABONO INTERESES AHORROS,6.7,5147053.71
38,2024-01-27,COMPRA EN  SUPERMERCA,-43383.0,5103670.71
39,2024-01-27,COMPRA INTL  PAYPAL  WSEQUERAT,-206913.02,4896757.69
40,2024-01-28,ABONO INTERESES AHORROS,6.56,4896764.25
41,2024-01-28,COMPRA EN  EXITO WOW,-95200.0,4801564.25
42,2024-01-28,PAGO PSE COMUNICACION CELULAR,-11000.0,4790564.25
43,2024-01-29,ABONO INTERESES AHORROS,6.49,4790570.74
44,2024-01-29,COMPRA EN  TIENDA D1,-49610.0,4740960.74
45,2024-01-30,PAGO DE NOMI UNIV DE IBAGUE,4480484.0,9221444.74
46,2024-01-30,RETIRO CAJERO  UNIVERSIDAD IBA,-100000.0,9121444.74
47,2024-01-30,RETIRO CAJERO  PLAZA DEL BOSQU,-1000000.0,8121444.74
48,2024-01-31,ABONO INTERESES AHORROS,22.24,8121466.98
49,2024-02-01,ABONO INTERESES AHORROS,7.01,8121473.99
50,2024-02-01,TRANSFERENCIA CTA SUC VIRTUAL,-3000000.0,5121473.99
51,2024-02-02,TRANSFERENCIA CTA SUC VIRTUAL,-1000000.0,4023379.45
52,2024-02-02,COMPRA INTL  PAYPAL  DISNEYPLU,-32745.8,3990633.65
53,2024-02-02,ABONO INTERESES AHORROS,5.46,5121479.45
54,2024-02-02,COMPRA EN  HELADERIA,-21800.0,5099679.45
55,2024-02-02,COMPRA EN  JHON PEZ F,-76300.0,5023379.45
56,2024-02-03,ABONO INTERESES AHORROS,5.36,3990639.01
57,2024-02-03,COMPRA EN  SURTIPLAZA,-77600.0,3913039.01
58,2024-02-04,ABONO INTERESES AHORROS,5.15,3913044.16
59,2024-02-04,COMPRA EN  HELADERIA,-21800.0,3891244.16
60,2024-02-04,PAGO PSE COMUNICACION CELULAR,-31000.0,3860244.16
61,2024-02-04,RETIRO CAJERO  CAJERO AUTO C.C,-100000.0,3760244.16
62,2024-02-05,COMPRA EN  SUPERMERCA,-38150.0,3722094.16
63,2024-02-05,PAGO PSE COMUNICACION CELULAR,-31000.0,3691094.16
64,2024-02-05,PAGO AUTOM TC MASTER PESOS,-33390.0,3657704.16
65,2024-02-06,ABONO INTERESES AHORROS,10.02,3657714.18
66,2024-02-07,ABONO INTERESES AHORROS,3.92,3657718.1
67,2024-02-07,COMPRA EN  SUPERMERCA,-83569.0,3574149.1
68,2024-02-07,PAGO PSE COMUNICACION CELULAR,-130508.0,3443641.1
69,2024-02-07,RETIRO CAJERO  UNIVERSIDAD IBA,-100000.0,3343641.1
70,2024-02-07,TRANSFERENCIA CTA SUC VIRTUAL,-249000.0,3094641.1
71,2024-02-07,TRANSFERENCIA CTA SUC VIRTUAL,-227000.0,2867641.1
72,2024-02-08,ABONO INTERESES AHORROS,3.86,2867644.96
73,2024-02-08,COMPRA EN  SUPERMERCA,-19670.0,2847974.96
74,2024-02-08,COMPRA EN  TIENDA D1,-27180.0,2820794.96
75,2024-02-09,ABONO INTERESES AHORROS,3.59,2820798.55
76,2024-02-09,COMPRA EN  TIENDA D1,-49370.0,2771428.55
77,2024-02-09,COMPRA EN  JHON PEZ F,-48650.0,2722778.55
78,2024-02-09,RETIRO CAJERO  UNIVERSIDAD IBA,-100000.0,2622778.55
79,2024-02-10,ABONO INTERESES AHORROS,3.48,2622782.03
80,2024-02-10,COMPRA EN  RICOTTA TR,-10900.0,2611882.03
81,2024-02-10,COMPRA EN  SUPERMERCA,-68789.0,2543093.03
82,2024-02-11,COMPRA EN  TIENDA D1,-41580.0,2501513.03
83,2024-02-11,COMPRA EN  SUPERMERCA,-32800.0,2468713.03
84,2024-02-11,RETIRO CAJERO  PLAZA DEL BOSQU,-20000.0,2448713.03
85,2024-02-12,ABONO INTERESES AHORROS,6.7,2448719.73
86,2024-02-13,ABONO INTERESES AHORROS,3.2,2448722.93
87,2024-02-13,COMPRA EN  EPS SANITA,-47700.0,2401022.93
88,2024-02-13,COMPRA EN  SUPERMERCA,-61800.0,2339222.93
89,2024-02-14,PAGO DE NOMI UNIV DE IBAGUE,3656208.0,5995430.93
90,2024-02-14,ABONO INTERESES AHORROS,8.21,5995439.14
91,2024-02-15,ABONO INTERESES AHORROS,4.1,5995443.24
92,2024-02-15,RETIRO CAJERO  UNIVERSIDAD IBA,-1000000.0,4995443.24
93,2024-02-15,TRANSFERENCIA CTA SUC VIRTUAL,-2000000.0,2995443.24
94,2024-02-16,ABONO INTERESES AHORROS,3.65,2995446.89
95,2024-02-16,COMPRA EN  SUPERMERCA,-65975.0,2929471.89
96,2024-02-16,COMPRA EN  TIENDA D1,-21080.0,2908391.89
97,2024-02-16,TRANSFERENCIA CTA SUC VIRTUAL,-121800.0,2786591.89
98,2024-02-16,TRANSFERENCIA CTA SUC VIRTUAL,-121800.0,2664791.89
99,2024-02-17,COMPRA EN  TIENDA D1,-66150.0,2598645.37
100,2024-02-17,ABONO INTERESES AHORROS,3.48,2664795.37
101,2024-02-17,COMPRA EN  JHON PEZ F,-25200.0,2540845.37
102,2024-02-17,COMPRA EN  FUENTE DE,-32600.0,2566045.37
103,2024-02-18,ABONO INTERESES AHORROS,2.33,2540847.7
104,2024-02-18,COMPRA EN  SUPERMERCA,-221129.0,2319718.7
105,2024-02-18,COMPRA EN  METRO IBAG,-114362.0,2205356.7
106,2024-02-18,RETIRO CAJERO  CAJERO AUTO C.C,-500000.0,1705356.7
107,2024-02-19,PAGO IBAL S.A. ESP,-17100.0,1688256.7
108,2024-02-19,COMPRA EN  SUPERMERCA,-30584.0,1657672.7
109,2024-02-19,PAGO APP ALCANOS DE COLOMBIA,-41290.0,1616382.7
110,2024-02-20,ABONO INTERESES AHORROS,4.42,1616387.12
111,2024-02-21,ABONO INTERESES AHORROS,2.12,1616389.24
112,2024-02-21,COMPRA EN  SUPERMERCA,-66700.0,1549689.24
113,2024-02-22,ABONO INTERESES AHORROS,1.98,1549691.22
114,2024-02-22,RETIRO CAJERO  UNIVERSIDAD IBA,-100000.0,1449691.22
115,2024-02-23,ABONO INTERESES AHORROS,1.9,1449693.12
116,2024-02-23,COMPRA EN  SUPERMERCA,-58607.0,1391086.12
117,2024-02-24,ABONO INTERESES AHORROS,1.79,1391087.91
118,2024-02-24,COMPRA EN  JHON PEZ F,-83250.0,1307837.91
119,2024-02-25,COMPRA EN  SUPERMERCA,-37150.0,1270687.91
120,2024-02-26,ABONO INTERESES AHORROS,3.48,1270691.39
121,2024-02-27,ABONO INTERESES AHORROS,1.59,1270692.98
122,2024-02-27,COMPRA EN  SUPERMERCA,-56710.0,1213982.98
123,2024-02-27,RETIRO CAJERO  UNIVERSIDAD IBA,-50000.0,1163982.98
124,2024-02-28,ABONO INTERESES AHORROS,7.77,5798942.75
125,2024-02-28,PAGO SUC VIRT TC MASTER DOLAR,-43291.49,5722261.26
126,2024-02-28,PAGO DE NOMI UNIV DE IBAGUE,4634952.0,5798934.98
127,2024-02-28,PAGO SUC VIRT TC MASTER DOLAR,-43291.49,5678969.77
128,2024-02-28,PAGO SUC VIRT TC MASTER PESOS,-33390.0,5765552.75
129,2024-02-29,ABONO INTERESES AHORROS,6.5,5678976.27
130,2024-02-29,COMPRA EN  TIENDA D1,-47780.0,5631196.27
131,2024-02-29,TRASLADO VIRTUAL OTROS BANCOS,-579382.0,5051814.27
132,2024-02-29,TRANSFERENCIA CTA SUC VIRTUAL,-151600.0,4900214.27
133,2024-02-29,TRANSFERENCIA CTA SUC VIRTUAL,-151700.0,4748514.27
134,2024-02-29,AJUSTE INTERES AHORROS DB,-0.01,4748514.26
135,2024-02-29,COMISION TRASLADO OTROS BANCOS,-7190.0,4741324.26
136,2024-02-29,IVA COMIS TRASLADO OTROS BCOS,-1366.1,4739958.16
137,2024-03-01,COMPRA EN  SUPERMERCA,-40950.0,4699013.09
138,2024-03-01,TRANSFERENCIA CTA SUC VIRTUAL,-1100000.0,3599013.09
139,2024-03-01,ABONO INTERESES AHORROS,4.93,4739963.09
140,2024-03-02,COMPRA INTL  PAYPAL  DISNEYPLU,-33062.31,2065953.61
141,2024-03-02,ABONO INTERESES AHORROS,2.83,3599015.92
142,2024-03-02,RETIRO CAJERO  PLAZA DEL BOSQU,-1500000.0,2099015.92
143,2024-03-03,ABONO INTERESES AHORROS,2.19,2065955.8
144,2024-03-03,COMPRA EN  SUPERMERCA,-132122.0,1933833.8
145,2024-03-03,COMPRA EN  BOLD*La Ca,-25800.0,1908033.8
146,2024-03-03,COMPRA EN  METRO IBAG,-302894.0,1605139.8
147,2024-03-04,SALDO A FAVOR TARJETA CREDITO,864.88,1606004.68
148,2024-03-04,RETIRO CAJERO  UNIVERSIDAD IBA,-50000.0,1556004.68
149,2024-03-06,ABONO INTERESES AHORROS,6.39,1556011.07
150,2024-03-07,ABONO INTERESES AHORROS,2.06,1556013.13
151,2024-03-07,RETIRO CAJERO  UNIVERSIDAD IBA,-50000.0,1506013.13
152,2024-03-08,ABONO INTERESES AHORROS,1.95,1506015.08
153,2024-03-08,COMPRA EN  SUPERMERCA,-82373.0,1423642.08
154,2024-03-09,ABONO INTERESES AHORROS,1.88,1423643.96
155,2024-03-09,COMPRA EN  SUPERMERCA,-47850.0,1375793.96
156,2024-03-10,COMPRA EN  SUPERMERCA,-81910.0,1293885.68
157,2024-03-10,PAGO PSE COMUNICACION CELULAR,-31500.0,1262385.68
158,2024-03-10,ABONO INTERESES AHORROS,1.72,1375795.68
159,2024-03-11,TRANSFERENCIA CTA SUC VIRTUAL,-94000.0,1168385.68
160,2024-03-12,ABONO INTERESES AHORROS,3.2,1168388.88
161,2024-03-13,ABONO INTERESES AHORROS,1.44,1168390.32
162,2024-03-13,COMPRA EN  DROGUERIA,-21525.0,1146865.32
163,2024-03-13,COMPRA EN  METRO IBAG,-13990.0,1132875.32
164,2024-03-13,COMPRA EN  JHON PEZ F,-26800.0,1106075.32
165,2024-03-13,RETIRO CAJERO  UNIVERSIDAD IBA,-50000.0,1056075.32
166,2024-03-14,PAGO DE NOMI UNIV DE IBAGUE,3656208.0,4712283.32
167,2024-03-14,ABONO INTERESES AHORROS,6.27,4712289.59
168,2024-03-14,PAGO PSE COMUNICACION CELULAR,-130508.0,4581781.59
169,2024-03-15,ABONO INTERESES AHORROS,4.3,4581785.89
170,2024-03-15,RETIRO CAJERO  MF PLAZAS DEL B,-1200000.0,3381785.89
171,2024-03-15,TRANSFERENCIA CTA SUC VIRTUAL,-120400.0,3261385.89
172,2024-03-15,TRANSFERENCIA CTA SUC VIRTUAL,-120400.0,3140985.89
173,2024-03-16,ABONO INTERESES AHORROS,3.67,3140989.56
174,2024-03-16,COMPRA EN  JHON PEZ F,-20900.0,3120089.56
175,2024-03-16,COMPRA EN  SUPERMERCA,-233747.0,2886342.56
176,2024-03-16,COMPRA EN  TIENDA D1,-62110.0,2824232.56
177,2024-03-16,COMPRA EN  EXITO WOW,-138940.0,2685292.56
178,2024-03-17,ABONO INTERESES AHORROS,3.4,2685295.96
179,2024-03-17,COMPRA EN  TOSTAO CAF,-44800.0,2640495.96
180,2024-03-17,COMPRA EN  LIDA EUGEN,-27100.0,2613395.96
181,2024-03-17,COMPRA EN  SUPERMERCA,-47850.0,2565545.96
182,2024-03-17,COMPRA EN  SURTIPLAZA,-45156.0,2520389.96
183,2024-03-17,PAGO PSE COMUNICACION CELULAR,-31500.0,2488889.96
184,2024-03-18,PAGO IBAL S.A. ESP,-17100.0,2471789.96
185,2024-03-18,PAGO APP ALCANOS DE COLOMBIA,-49220.0,2422569.96
186,2024-03-18,TRANSFERENCIA CTA SUC VIRTUAL,-100000.0,2322569.96
187,2024-03-19,ABONO INTERESES AHORROS,6.36,2322576.32
188,2024-03-20,ABONO INTERESES AHORROS,3.11,2322579.43
189,2024-03-20,COMPRA EN  SUPERMERCA,-46472.0,2276107.43
190,2024-03-21,ABONO INTERESES AHORROS,3.04,2276110.47
191,2024-03-21,TRANSFERENCIA CTA SUC VIRTUAL,-50000.0,2226110.47
192,2024-03-22,ABONO INTERESES AHORROS,2.97,2226113.44
193,2024-03-22,COMPRA EN  METRO IBAG,-53240.0,2172873.44
194,2024-03-23,ABONO INTERESES AHORROS,2.83,2172876.27
195,2024-03-23,COMPRA EN  CEREZA CAF,-26200.0,2146676.27
196,2024-03-23,COMPRA EN  TIENDA D1,-74840.0,2071836.27
197,2024-03-24,COMPRA EN  SUPERMERCA,-56518.0,2015318.27
198,2024-03-25,ABONO INTERESES AHORROS,5.52,2015323.79
199,2024-03-26,TRASLADO VIRTUAL OTROS BANCOS,-260029.0,4661956.79
200,2024-03-26,ABONO INTERESES AHORROS,6.0,6237785.79
201,2024-03-26,COMPRA EN  HOMECENTER,-115800.0,6121985.79
202,2024-03-26,RETIRO CAJERO  PLAZA DEL BOSQU,-1200000.0,4921985.79
203,2024-03-26,PAGO DE NOMI UNIV DE IBAGUE,4222456.0,6237779.79
204,2024-03-26,IVA COMIS TRASLADO OTROS BCOS,-1366.1,4374800.68
205,2024-03-26,TRANSFERENCIA CTA SUC VIRTUAL,-139300.0,4383356.79
206,2024-03-26,AJUSTE INTERES AHORROS DB,-0.01,4383356.78
207,2024-03-26,COMISION TRASLADO OTROS BANCOS,-7190.0,4376166.78
208,2024-03-26,TRANSFERENCIA CTA SUC VIRTUAL,-139300.0,4522656.79
209,2024-03-27,ABONO INTERESES AHORROS,5.4,4374806.08
210,2024-03-27,COMPRA EN  FALABELLA,-263990.0,4110816.08
211,2024-03-27,COMPRA EN  JHON PEZ F,-131350.0,3979466.08
212,2024-03-27,COMPRA EN  SURTIPLAZA,-30530.0,3948936.08
213,2024-03-28,ABONO INTERESES AHORROS,5.2,3948941.28
214,2024-03-28,COMPRA EN  KIOTO,-145696.0,3803245.28
215,2024-03-29,COMPRA EN  TIENDA D1,-55350.0,3747900.28
216,2024-03-29,COMPRA EN  SUPERMERCA,-93019.0,3654881.28
217,2024-03-29,ABONO INTERESES AHORROS,5.0,3803250.28
218,2024-03-30,ABONO INTERESES AHORROS,4.96,3654886.24
219,2024-03-30,COMPRA EN  SUPERMERCA,-33266.0,3621620.24
220,2024-03-31,ABONO INTERESES AHORROS,4.7,3621624.94
221,2024-03-31,COMPRA EN  SONATA CAF,-86861.0,3534763.94
222,2024-03-31,COMPRA EN  DOLLARCITY,-30000.0,3504763.94
223,2024-03-31,COMPRA EN  SUPERMERCA,-68954.0,3435809.94
224,2024-04-01,ABONO INTERESES AHORROS,4.67,3435814.61
225,2024-04-01,COMPRA EN  SUPERMERCA,-22100.0,3413714.61
226,2024-04-02,COMPRA EN  JUAN VALDE,-31900.0,3381819.19
227,2024-04-02,COMPRA INTL  PAYPAL  DISNEYPLU,-32449.62,3349369.57
228,2024-04-02,ABONO INTERESES AHORROS,4.58,3413719.19
229,2024-04-03,PAGO AUTOM TC MASTER PESOS,-33390.0,3315979.57
230,2024-04-04,ABONO INTERESES AHORROS,9.08,3315988.65
231,2024-04-05,ABONO INTERESES AHORROS,4.46,3315993.11
232,2024-04-05,COMPRA EN  BOLD*La Ja,-34000.0,3281993.11
233,2024-04-05,COMPRA EN  TOSTAO CAF,-22000.0,3259993.11
234,2024-04-06,ABONO INTERESES AHORROS,4.29,3259997.4
235,2024-04-06,COMPRA EN  SURTIPLAZA,-46787.0,3213210.4
236,2024-04-06,COMPRA EN  TIENDA D1,-47770.0,3165440.4
237,2024-04-06,PAGO PSE COMUNICACION CELULAR,-31500.0,3133940.4
238,2024-04-07,COMPRA EN  METRO IBAG,-176670.0,2957270.4
239,2024-04-07,PAGO PSE COMUNICACION CELULAR,-130508.0,2826762.4
240,2024-04-09,ABONO INTERESES AHORROS,11.61,2826774.01
241,2024-04-10,TRANSFERENCIA CTA SUC VIRTUAL,-92000.0,2734774.01
242,2024-04-11,ABONO INTERESES AHORROS,7.48,2734781.49
243,2024-04-12,PAGO DE NOMI UNIV DE IBAGUE,3651208.0,6385989.49
244,2024-04-12,ABONO INTERESES AHORROS,8.65,6385998.14
245,2024-04-12,COMPRA EN  TIENDA D1,-34170.0,6351828.14
246,2024-04-12,COMPRA EN  SUPERMERCA,-34250.0,6317578.14
247,2024-04-13,ABONO INTERESES AHORROS,6.33,6317584.47
248,2024-04-13,COMPRA EN  TIENDA D1,-82700.0,6234884.47
249,2024-04-13,COMPRA EN  SUPERMERCA,-90966.0,6143918.47
250,2024-04-13,COMPRA EN  BOLD*Tiend,-82000.0,6061918.47
251,2024-04-13,RETIRO CAJERO  PLAZA DEL BOSQU,-1200000.0,4861918.47
252,2024-04-13,TRANSFERENCIA CTA SUC VIRTUAL,-120300.0,4741618.47
253,2024-04-13,TRANSFERENCIA CTA SUC VIRTUAL,-120300.0,4621318.47
254,2024-04-14,ABONO INTERESES AHORROS,6.06,4621324.53
255,2024-04-14,COMPRA EN  SURTIPLAZA,-143910.0,4477414.53
256,2024-04-14,COMPRA EN  SONATA CAF,-52117.0,4425297.53
257,2024-04-15,COMPRA EN  METRO IBAG,-110810.0,4314487.53
258,2024-04-16,ABONO INTERESES AHORROS,11.82,4314499.35
259,2024-04-17,ABONO INTERESES AHORROS,5.79,4314505.14
260,2024-04-17,COMPRA EN  JHON PEZ F,-83860.0,4230645.14
261,2024-04-18,ABONO INTERESES AHORROS,5.69,4230650.83
262,2024-04-18,PAGO PSE Unidad Administrativ,-75000.0,4155650.83
263,2024-04-19,ABONO INTERESES AHORROS,5.52,4155656.35
264,2024-04-19,PAGO IBAL S.A. ESP,-17100.0,4138556.35
265,2024-04-19,COMPRA EN  SUPERMERCA,-61325.0,4077231.35
266,2024-04-19,PAGO APP ALCANOS DE COLOMBIA,-43140.0,4034091.35
267,2024-04-20,COMPRA EN  FUENTE DE,-38200.0,3995891.35
268,2024-04-20,COMPRA EN  ESPRIT,-439600.0,3556291.35
269,2024-04-24,ABONO INTERESES AHORROS,24.35,3556315.7
270,2024-04-25,COMPRA EN  SUPERMERCA,-20650.0,3535665.7
271,2024-04-26,ABONO INTERESES AHORROS,9.68,3535675.38
272,2024-04-27,ABONO INTERESES AHORROS,4.64,3535680.02
273,2024-04-27,COMPRA EN  SUPERMERCA,-70188.0,3465492.02
274,2024-04-27,COMPRA EN  TIENDA D1,-45770.0,3419722.02
275,2024-04-27,COMPRA EN  Fulltechno,-30000.0,3389722.02
276,2024-04-28,ABONO INTERESES AHORROS,4.54,3389726.56
277,2024-04-28,COMPRA EN  SURTIPLAZA,-72452.0,3317274.56
278,2024-04-29,PAGO DE NOMI UNIV DE IBAGUE,4227456.0,7544730.56
279,2024-04-29,ABONO INTERESES AHORROS,10.33,7544740.89
280,2024-04-30,ABONO INTERESES AHORROS,7.95,7544748.84
281,2024-04-30,RETIRO CAJERO  PLAZA DEL BOSQU,-1200000.0,6344748.84
282,2024-04-30,TRASLADO VIRTUAL OTROS BANCOS,-259829.0,6084919.84
283,2024-04-30,TRANSFERENCIA CTA SUC VIRTUAL,-139500.0,5945419.84
284,2024-04-30,TRANSFERENCIA CTA SUC VIRTUAL,-139500.0,5805919.84
285,2024-04-30,AJUSTE INTERES AHORROS DB,-0.01,5805919.83
286,2024-04-30,COMISION TRASLADO OTROS BANCOS,-7190.0,5798729.83
287,2024-04-30,IVA COMIS TRASLADO OTROS BCOS,-1366.1,5797363.73
288,2024-05-01,ABONO INTERESES AHORROS,7.45,5797371.18
289,2024-05-01,COMPRA EN  ASADERO Y,-88000.0,5709371.18
290,2024-05-01,COMPRA EN  JHON PEZ F,-79080.0,5630291.18
291,2024-05-01,COMPRA EN  SUPERMERCA,-185079.0,5445212.18
292,2024-05-02,COMPRA INTL  PAYPAL  DISNEYPLU,-32752.18,5412460.0
293,2024-05-02,PAGO AUTOM TC MASTER PESOS,-33390.0,5379070.0
294,2024-05-03,ABONO INTERESES AHORROS,14.72,5379084.72
295,2024-05-04,ABONO INTERESES AHORROS,6.84,5379091.56
296,2024-05-04,COMPRA EN  METRO IBAG,-67900.0,5311191.56
297,2024-05-04,COMPRA EN  VALIENTE,-157100.0,5154091.56
298,2024-05-04,COMPRA EN  CTROS D LI,-58800.0,5095291.56
299,2024-05-04,TRANSFERENCIA CTA SUC VIRTUAL,-100000.0,4995291.56
300,2024-05-05,ABONO INTERESES AHORROS,6.59,4995298.15
301,2024-05-05,COMPRA EN  SURTIPLAZA,-93848.0,4901450.15
302,2024-05-05,COMPRA EN  TIENDA D1,-57650.0,4843800.15
303,2024-05-05,PAGO PSE COMUNICACION CELULAR,-31500.0,4812300.15
304,2024-05-06,ABONO INTERESES AHORROS,6.34,4812306.49
305,2024-05-06,PAGO PSE COMUNICACION CELULAR,-130508.0,4681798.49
